model,horizon,regime,meta_model,position_sizing,cost_bps,cagr,annual_volatility,sharpe,sortino,max_drawdown,cost_drag,turnover,number_of_trades,gross_cagr
lightgbm,1,none,none,equal,5,-0.0391045686534756,0.0185800150403612,-2.1374630977403535,-2.950308647078832,-0.1210885070529383,0.1074959523809523,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,equal,10,-0.0718004471550129,0.0186224208708338,-3.991117200158104,-5.409422661764343,-0.2084254893122319,0.2139359523809523,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,equal,20,-0.1339059789993251,0.018776889621431,-7.644748551229936,-9.951738877679922,-0.3582481466026677,0.4268159523809524,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,equal,50,-0.2964711525692014,0.0197706159039868,-17.764019486657933,-20.67408799066236,-0.6606936984028842,1.0654559523809524,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,inverse_volatility,5,-0.0391045686534756,0.0185800150403612,-2.137463097740353,-2.950308647078832,-0.1210885070529383,0.1074959523809523,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,inverse_volatility,10,-0.0718004471550129,0.0186224208708338,-3.991117200158104,-5.409422661764343,-0.208425489312232,0.2139359523809523,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,inverse_volatility,20,-0.1339059789993251,0.018776889621431,-7.644748551229936,-9.951738877679922,-0.3582481466026677,0.4268159523809524,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,inverse_volatility,50,-0.2964711525692014,0.0197706159039868,-17.764019486657933,-20.67408799066236,-0.6606936984028843,1.0654559523809524,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,prediction_magnitude,5,-0.0391045686534756,0.0185800150403612,-2.137463097740353,-2.950308647078832,-0.1210885070529383,0.1074959523809523,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,prediction_magnitude,10,-0.0718004471550129,0.0186224208708338,-3.991117200158104,-5.409422661764343,-0.208425489312232,0.2139359523809523,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,prediction_magnitude,20,-0.1339059789993251,0.018776889621431,-7.644748551229936,-9.951738877679922,-0.3582481466026677,0.4268159523809524,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,none,none,prediction_magnitude,50,-0.2964711525692014,0.0197706159039868,-17.764019486657933,-20.67408799066236,-0.6606936984028843,1.0654559523809524,0.2746838709677419,5322.0,-0.0049205273369206
lightgbm,1,hard,none,equal,5,-0.0059180595812753,0.0062135289041171,-0.952162905450332,-1.173743001074974,-0.0226276991371359,0.0218546825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,equal,10,-0.0128887304611585,0.006231985565258,-2.0784358245682184,-2.537799604500836,-0.0418691202625007,0.0434946825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,equal,20,-0.0266846090333089,0.0063110603775107,-4.28228555671736,-5.133592063300205,-0.080505111848714,0.0867746825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,equal,50,-0.0669325052506676,0.0068603549346243,-10.093458034975736,-11.721175665602331,-0.1920046348493872,0.2166146825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,inverse_volatility,5,-0.0059180595812753,0.0062135289041171,-0.952162905450332,-1.173743001074974,-0.0226276991371359,0.0218546825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,inverse_volatility,10,-0.0128887304611585,0.006231985565258,-2.0784358245682184,-2.537799604500836,-0.0418691202625007,0.0434946825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,inverse_volatility,20,-0.0266846090333089,0.0063110603775107,-4.28228555671736,-5.133592063300205,-0.080505111848714,0.0867746825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,inverse_volatility,50,-0.0669325052506676,0.0068603549346243,-10.093458034975736,-11.721175665602331,-0.1920046348493872,0.2166146825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,prediction_magnitude,5,-0.0059180595812753,0.0062135289041171,-0.952162905450332,-1.173743001074974,-0.0226276991371359,0.0218546825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,prediction_magnitude,10,-0.0128887304611585,0.006231985565258,-2.0784358245682184,-2.537799604500836,-0.0418691202625007,0.0434946825396825,0.0558451612903225,1082.0,0.0011714353262739
lightgbm,1,hard,none,prediction_magnitude,20,-0.0266846090333089,0.0063110603775107,-4.28228555671736,-5.133592063300205,-0.080505111848714,0.0867746825396825,0.0558451612903225,1082.0,0.0011714353262739
